depth,median,mode,mean,std,skewness,kurtosis,total
99.0,7.63686974067977,0.767331691056549,35.3348741117632,0.9252487997572056,-0.33385069845849513,-1.284418411025593,86.6870964700918
100.0,5.20706910895654,3.55035107657029,35.3348741117632,1.2179574798996475,0.3903702912685442,-1.19417925407627,91.09935787578019
101.0,5.20706910895654,2.75036250980155,31.1001775165092,1.0362281438727439,0.09428443286413171,-1.3518185570366674,85.74657317490568
110.0,143.896765915183,163.490195707203,58.8797924099703,2.8090713711433164,2.0454609998101665,2.833753733136409,9.91527418300047
114.0,163.490195707203,351.670384580749,7.63686974067977,1.2820507401692642,1.3157575042519178,0.9516540833933753,43.34008937695856
118.0,143.896765915183,163.490195707203,399.554914482394,2.452027861469581,1.7654070980040752,1.7034124990299708,17.968402871089815
127.0,58.8797924099703,239.780441236423,86.3551636408598,1.0169133519717928,1.1111381060285934,1.1142653614748181,50.18364898695931
130.0,111.472995689522,239.780441236423,66.897047498479,1.3338717156997315,1.5422585810570917,1.5533642770034053,41.07935982650533
138.0,66.897047498479,239.780441236423,86.3551636408598,1.055078512715575,1.0561845101799785,0.7733043368131534,49.52780664448332
147.0,40.1461801249002,211.044031566456,76.0059568969533,1.0556335924071572,0.8417398002048408,0.46502868497483796,53.82433132463727
150.0,45.6126084820091,239.780441236423,35.3348741117632,0.8446166013065993,0.29925719372619247,0.07978205720488818,54.58549488990451
160.0,76.0059568969533,211.044031566456,453.959550439131,1.1622718894704984,0.9692059071619912,0.11861161291336231,46.178745568894435
170.0,24.0924799955869,163.490195707203,351.670384580749,0.722766789721835,-0.35527673827260814,0.6627415310551843,61.70920983800725
180.0,185.751527648192,211.044031566456,98.1135504622348,2.9394849280051494,2.1403632381760787,3.273467847689592,15.206579873370863
194.0,143.896765915183,211.044031566456,76.0059568969533,1.809055031611144,1.811619278566181,2.1294107872510093,32.17051470007161
200.0,185.751527648192,211.044031566456,453.959550439131,3.203889013014051,2.0126599753069074,2.7012041345547853,7.14778664525554
210.0,185.751527648192,211.044031566456,86.3551636408598,3.1745481121235626,1.9235638943662474,2.3065326604580942,8.558849491374104
217.0,185.751527648192,211.044031566456,86.3551636408598,2.9546368315770017,2.113998179653552,3.143419632904859,7.452737818938332
229.0,163.490195707203,211.044031566456,453.959550439131,2.3599952459511435,1.9497557994461157,2.477056065387399,22.017182101336576
234.0,86.3551636408598,185.751527648192,58.8797924099703,1.4738031608728643,1.6009445910433606,1.7023959776321833,43.671323797550286
